onet_soc_code,onet_soc_title,nem_code,nem_title,ooh_profile_code,ooh_profile_title,ooh_profile_website,onet_soc_norm
51-9081.00,Dental Laboratory Technicians,51-9081,Dental laboratory technicians,B308,Dental and ophthalmic laboratory technicians and medical appliance technicians,https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm,51-9081
51-9082.00,Medical Appliance Technicians,51-9082,Medical appliance technicians,B308,Dental and ophthalmic laboratory technicians and medical appliance technicians,https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm,51-9082
51-9083.00,Ophthalmic Laboratory Technicians,51-9083,Ophthalmic laboratory technicians,B308,Dental and ophthalmic laboratory technicians and medical appliance technicians,https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm,51-9083
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111,Packaging and filling machine operators and tenders,—,,,51-9111
51-9123.00,"Painting, Coating, and Decorating Workers",51-9123,"Painting, coating, and decorating workers",B386,Painting and coating workers,https://www.bls.gov/ooh/production/painting-and-coating-workers.htm,51-9123
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124,"Coating, painting, and spraying machine setters, operators, and tenders",B386,Painting and coating workers,https://www.bls.gov/ooh/production/painting-and-coating-workers.htm,51-9124
51-9141.00,Semiconductor Processing Technicians,51-9141,Semiconductor processing technicians,B408,Semiconductor processing technicians,https://www.bls.gov/ooh/production/semiconductor-processing-technicians.htm,51-9141
51-9151.00,Photographic Process Workers and Processing Machine Operators,51-9151,Photographic process workers and processing machine operators,—,,,51-9151
51-9161.00,Computer Numerically Controlled Tool Operators,51-9161,Computer numerically controlled tool operators,B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-9161
51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162,Computer numerically controlled tool programmers,B296,Metal and plastic machine workers,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,51-9162
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,Adhesive bonding machine operators and tenders,—,,,51-9191
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",—,,,51-9192
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193,Cooling and freezing equipment operators and tenders,—,,,51-9193
51-9194.00,Etchers and Engravers,51-9194,Etchers and engravers,—,,,51-9194
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,"Molders, shapers, and casters, except metal and plastic",—,,,51-9195
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195,"Molders, shapers, and casters, except metal and plastic",—,,,51-9195
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195,"Molders, shapers, and casters, except metal and plastic",—,,,51-9195
51-9195.05,"Potters, Manufacturing",51-9195,"Molders, shapers, and casters, except metal and plastic",—,,,51-9195
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9196,"Paper goods machine setters, operators, and tenders",—,,,51-9196
51-9197.00,Tire Builders,51-9197,Tire builders,—,,,51-9197
51-9198.00,Helpers--Production Workers,51-9198,Helpers--production workers,—,,,51-9198
51-9199.00,"Production Workers, All Other",51-9199,"Production workers, all other",—,,,51-9199
53-1041.00,Aircraft Cargo Handling Supervisors,53-1041,Aircraft cargo handling supervisors,—,,,53-1041
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,,,53-1042
53-1042.01,Recycling Coordinators,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,,,53-1042
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,,,53-1043
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,,,53-1044
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,,,53-1049
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",53-2011,"Airline pilots, copilots, and flight engineers",B311,Airline and commercial pilots,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,53-2011
53-2012.00,Commercial Pilots,53-2012,Commercial pilots,B311,Airline and commercial pilots,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,53-2012
53-2021.00,Air Traffic Controllers,53-2021,Air traffic controllers,B312,Air traffic controllers,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,53-2021
53-2022.00,Airfield Operations Specialists,53-2022,Airfield operations specialists,—,,,53-2022
53-2031.00,Flight Attendants,53-2031,Flight attendants,B232,Flight attendants,https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm,53-2031
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011,"Ambulance drivers and attendants, except emergency medical technicians",—,,,53-3011
53-3031.00,Driver/Sales Workers,53-3031,Driver/sales workers,B314,Delivery truck drivers and driver/sales workers,https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm,53-3031
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3032,Heavy and tractor-trailer truck drivers,B315,Heavy and tractor-trailer truck drivers,https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm,53-3032
53-3033.00,Light Truck Drivers,53-3033,Light truck drivers,B314,Delivery truck drivers and driver/sales workers,https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm,53-3033
53-3051.00,"Bus Drivers, School",53-3051,"Bus drivers, school",B313,Bus drivers,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,53-3051
53-3052.00,"Bus Drivers, Transit and Intercity",53-3052,"Bus drivers, transit and intercity",B313,Bus drivers,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,53-3052
53-3053.00,Shuttle Drivers and Chauffeurs,53-3053,Shuttle drivers and chauffeurs,B316,"Taxi drivers, shuttle drivers, and chauffeurs",https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,53-3053
53-3054.00,Taxi Drivers,53-3054,Taxi drivers,B316,"Taxi drivers, shuttle drivers, and chauffeurs",https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,53-3054
53-3099.00,"Motor Vehicle Operators, All Other",53-3099,"Motor vehicle operators, all other",—,,,53-3099
53-4011.00,Locomotive Engineers,53-4011,Locomotive engineers,B317,Railroad workers,https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,53-4011
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013,"Rail yard engineers, dinkey operators, and hostlers",B317,Railroad workers,https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,53-4013
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022,"Railroad brake, signal, and switch operators and locomotive firers",B317,Railroad workers,https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,53-4022
53-4031.00,Railroad Conductors and Yardmasters,53-4031,Railroad conductors and yardmasters,B317,Railroad workers,https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,53-4031
53-4041.00,Subway and Streetcar Operators,53-4041,Subway and streetcar operators,—,,,53-4041
53-4099.00,"Rail Transportation Workers, All Other",53-4099,"Rail transportation workers, all other",—,,,53-4099
53-5011.00,Sailors and Marine Oilers,53-5011,Sailors and marine oilers,B320,Water transportation workers,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,53-5011
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021,"Captains, mates, and pilots of water vessels",B320,Water transportation workers,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,53-5021
53-5022.00,Motorboat Operators,53-5022,Motorboat operators,B320,Water transportation workers,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,53-5022
53-5031.00,Ship Engineers,53-5031,Ship engineers,B320,Water transportation workers,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,53-5031
53-6011.00,Bridge and Lock Tenders,53-6011,Bridge and lock tenders,—,,,53-6011
53-6021.00,Parking Attendants,53-6021,Parking attendants,—,,,53-6021
53-6031.00,Automotive and Watercraft Service Attendants,53-6031,Automotive and watercraft service attendants,—,,,53-6031
53-6032.00,Aircraft Service Attendants,53-6032,Aircraft service attendants,—,,,53-6032
53-6041.00,Traffic Technicians,53-6041,Traffic technicians,—,,,53-6041
53-6051.00,Transportation Inspectors,53-6051,Transportation inspectors,—,,,53-6051
53-6051.01,Aviation Inspectors,53-6051,Transportation inspectors,—,,,53-6051
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051,Transportation inspectors,—,,,53-6051
53-6061.00,Passenger Attendants,53-6061,Passenger attendants,—,,,53-6061
53-6099.00,"Transportation Workers, All Other",53-6099,"Transportation workers, all other",—,,,53-6099
53-7011.00,Conveyor Operators and Tenders,53-7011,Conveyor operators and tenders,B321,Material moving machine operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,53-7011
53-7021.00,Crane and Tower Operators,53-7021,Crane and tower operators,B321,Material moving machine operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,53-7021
53-7031.00,Dredge Operators,53-7031,Dredge operators,B321,Material moving machine operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,53-7031
53-7041.00,Hoist and Winch Operators,53-7041,Hoist and winch operators,B321,Material moving machine operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,53-7041
53-7051.00,Industrial Truck and Tractor Operators,53-7051,Industrial truck and tractor operators,B321,Material moving machine operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,53-7051
53-7061.00,Cleaners of Vehicles and Equipment,53-7061,Cleaners of vehicles and equipment,B322,Hand laborers and material movers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,53-7061
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,"Laborers and freight, stock, and material movers, hand",B322,Hand laborers and material movers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,53-7062
53-7062.04,Recycling and Reclamation Workers,53-7062,"Laborers and freight, stock, and material movers, hand",B322,Hand laborers and material movers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,53-7062
53-7063.00,Machine Feeders and Offbearers,53-7063,Machine feeders and offbearers,B322,Hand laborers and material movers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,53-7063
53-7064.00,"Packers and Packagers, Hand",53-7064,"Packers and packagers, hand",B322,Hand laborers and material movers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,53-7064
53-7065.00,Stockers and Order Fillers,53-7065,Stockers and order fillers,B322,Hand laborers and material movers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,53-7065
53-7071.00,Gas Compressor and Gas Pumping Station Operators,53-7071,Gas compressor and gas pumping station operators,—,,,53-7071
53-7072.00,"Pump Operators, Except Wellhead Pumpers",53-7072,"Pump operators, except wellhead pumpers",—,,,53-7072
53-7073.00,Wellhead Pumpers,53-7073,Wellhead pumpers,—,,,53-7073
53-7081.00,Refuse and Recyclable Material Collectors,53-7081,Refuse and recyclable material collectors,B322,Hand laborers and material movers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,53-7081
53-7121.00,"Tank Car, Truck, and Ship Loaders",53-7121,"Tank car, truck, and ship loaders",—,,,53-7121
53-7199.00,"Material Moving Workers, All Other",53-7199,"Material moving workers, all other",—,,,53-7199
